iso3,country_name,year,gdp_growth
NLD,Netherlands,2023,-0.598096167209832
NOR,Norway,2000,3.31894570142394
NOR,Norway,2001,2.06713043546189
NOR,Norway,2002,1.37755702173065
NOR,Norway,2003,0.944909363247831
NOR,Norway,2004,4.01458802387079
NOR,Norway,2005,2.68512290339085
NOR,Norway,2006,2.46147311635166
NOR,Norway,2007,2.91404000653228
NOR,Norway,2008,0.481919549757933
NOR,Norway,2009,-1.94036472596633
NOR,Norway,2010,0.787051861494078
NOR,Norway,2011,1.10565603382983
NOR,Norway,2012,2.71795924894734
NOR,Norway,2013,1.01619084044641
NOR,Norway,2014,2.04813200438943
NOR,Norway,2015,1.85733971623901
NOR,Norway,2016,1.16472423928819
NOR,Norway,2017,2.46374626574153
NOR,Norway,2018,0.828931500516902
NOR,Norway,2019,1.12374694968757
NOR,Norway,2020,-1.27817177234034
NOR,Norway,2021,3.90868676830634
NOR,Norway,2022,3.24622860260932
NOR,Norway,2023,0.0721204806030329
NZL,New Zealand,2000,2.87005108790095
NZL,New Zealand,2001,3.41099312247906
NZL,New Zealand,2002,4.71347767117496
NZL,New Zealand,2003,4.72804204913962
NZL,New Zealand,2004,4.08796484025709
NZL,New Zealand,2005,3.35292760405062
NZL,New Zealand,2006,2.77978059105617
NZL,New Zealand,2007,3.05641638984955
NZL,New Zealand,2008,-1.01703846933975
NZL,New Zealand,2009,-0.0374661120713
NZL,New Zealand,2010,1.45863634911349
NZL,New Zealand,2011,2.09349621669912
NZL,New Zealand,2012,2.36630664656174
NZL,New Zealand,2013,2.58954199031598
NZL,New Zealand,2014,3.82638491760299
NZL,New Zealand,2015,3.69036908387233
NZL,New Zealand,2016,3.77911068354334
NZL,New Zealand,2017,3.37873219470765
NZL,New Zealand,2018,3.47058203866328
NZL,New Zealand,2019,2.31747144034802
NZL,New Zealand,2020,-0.307246896026541
NZL,New Zealand,2021,4.53540565716095
NZL,New Zealand,2022,3.49638686458842
NZL,New Zealand,2023,1.39425181563566
POL,Poland,2000,4.65633252988236
POL,Poland,2001,1.23374464400356
POL,Poland,2002,1.90119437968586
POL,Poland,2003,3.52337117234833
POL,Poland,2004,5.09079546409544
POL,Poland,2005,3.26082274679216
POL,Poland,2006,6.20210710934373
POL,Poland,2007,6.7604478527626
POL,Poland,2008,4.38377069274605
POL,Poland,2009,2.61512859291683
POL,Poland,2010,3.16892748258036
POL,Poland,2011,5.25546256612796
POL,Poland,2012,1.51178167644575
POL,Poland,2013,0.684240607051805
POL,Poland,2014,3.92050862390032
POL,Poland,2015,4.43176700264478
POL,Poland,2016,3.03117767594847
POL,Poland,2017,5.15245773325907
POL,Poland,2018,6.2458584723942
POL,Poland,2019,4.58045817256199
POL,Poland,2020,-2.03556882399977
POL,Poland,2021,6.92718266052501
POL,Poland,2022,5.25545697386036
POL,Poland,2023,0.249610834017872
PRT,Portugal,2000,3.81617714108242
PRT,Portugal,2001,1.94367213427915
PRT,Portugal,2002,0.770924781247714
PRT,Portugal,2003,-0.930521045062918
PRT,Portugal,2004,1.78873552917291
PRT,Portugal,2005,0.781847569123585
PRT,Portugal,2006,1.62503532956156
PRT,Portugal,2007,2.50657937751231
PRT,Portugal,2008,0.319247344434558
PRT,Portugal,2009,-3.12207827545093
PRT,Portugal,2010,1.73762453640036
PRT,Portugal,2011,-1.71352745905065
PRT,Portugal,2012,-4.05090267621935
PRT,Portugal,2013,-0.984106574148328
PRT,Portugal,2014,0.741391420706506
PRT,Portugal,2015,1.58979803702681
PRT,Portugal,2016,2.00414129666575
PRT,Portugal,2017,3.31472008175986
PRT,Portugal,2018,2.94628343449202
PRT,Portugal,2019,2.74568432648596
PRT,Portugal,2020,-8.20463159324387
PRT,Portugal,2021,5.55875672070374
PRT,Portugal,2022,6.98584137580278
PRT,Portugal,2023,3.09997909018263
SVK,Slovak Republic,2000,0.78922447792516
SVK,Slovak Republic,2001,2.92516077248489
SVK,Slovak Republic,2002,4.41725348271514
SVK,Slovak Republic,2003,4.85669851591319
SVK,Slovak Republic,2004,5.38949856996771
SVK,Slovak Republic,2005,6.48493222274386
SVK,Slovak Republic,2006,8.92568704770216
SVK,Slovak Republic,2007,10.8186295074904
SVK,Slovak Republic,2008,5.36337721231949
SVK,Slovak Republic,2009,-5.50533790972226
SVK,Slovak Republic,2010,6.79058159142423
SVK,Slovak Republic,2011,2.56242473215553
SVK,Slovak Republic,2012,1.56917104702706
SVK,Slovak Republic,2013,0.703323545247201
SVK,Slovak Republic,2014,2.70795151449488
SVK,Slovak Republic,2015,5.17687909722133
SVK,Slovak Republic,2016,1.94781841524558
SVK,Slovak Republic,2017,2.87473327453695
SVK,Slovak Republic,2018,4.06211981896483
SVK,Slovak Republic,2019,2.27589910019393
SVK,Slovak Republic,2020,-2.58551241733207
SVK,Slovak Republic,2021,5.6558588065555
SVK,Slovak Republic,2022,0.544591632137454
SVK,Slovak Republic,2023,2.11263633214959
SVN,Slovenia,2000,3.49791942086068
SVN,Slovenia,2001,2.82868479430465
SVN,Slovenia,2002,3.28258371393918
SVN,Slovenia,2003,3.19503117236037
SVN,Slovenia,2004,4.54602214352336
SVN,Slovenia,2005,3.8541277114569
SVN,Slovenia,2006,5.90878130011174
SVN,Slovenia,2007,7.1392312914716
SVN,Slovenia,2008,3.37223866114127
SVN,Slovenia,2009,-7.59058614046387
SVN,Slovenia,2010,1.11213719306735
SVN,Slovenia,2011,0.655438128379743
SVN,Slovenia,2012,-2.91553782040462
SVN,Slovenia,2013,-0.823776417691676
SVN,Slovenia,2014,2.76283327639742
SVN,Slovenia,2015,2.39330621338168
SVN,Slovenia,2016,3.03441486663654
SVN,Slovenia,2017,5.17440215579958
SVN,Slovenia,2018,4.37908347331195
SVN,Slovenia,2019,3.50525332381912
SVN,Slovenia,2020,-4.08500094942896
SVN,Slovenia,2021,8.41686457725321
SVN,Slovenia,2022,2.66850555542486
SVN,Slovenia,2023,2.3758326648385
SWE,Sweden,2000,4.63112136551369
SWE,Sweden,2001,1.36080642694121
SWE,Sweden,2002,2.27772867861897
SWE,Sweden,2003,1.88102769675844
SWE,Sweden,2004,4.17958419343711
SWE,Sweden,2005,2.79313782840156
SWE,Sweden,2006,4.67607488877992
SWE,Sweden,2007,3.22486814096095
SWE,Sweden,2008,-0.923113250067971
SWE,Sweden,2009,-4.25561384207619
SWE,Sweden,2010,5.75076477579255
SWE,Sweden,2011,3.16388567406926
SWE,Sweden,2012,-0.414397702454409
SWE,Sweden,2013,1.13766671801426
SWE,Sweden,2014,2.29577238758284
SWE,Sweden,2015,4.38824673608589
SWE,Sweden,2016,2.13117914731151
SWE,Sweden,2017,1.88282184966646
SWE,Sweden,2018,1.7702553546772
SWE,Sweden,2019,2.60823012869524
SWE,Sweden,2020,-1.93379704032216
SWE,Sweden,2021,5.2258643028773
SWE,Sweden,2022,1.25543620445816
SWE,Sweden,2023,-0.204061304891439
TUR,Turkiye,2000,6.98528697817062
TUR,Turkiye,2001,-5.45940838563062
TUR,Turkiye,2002,6.43550883793114
TUR,Turkiye,2003,5.79909321038525
TUR,Turkiye,2004,9.92540551918624
TUR,Turkiye,2005,9.11157745861635
TUR,Turkiye,2006,7.06762607623939
TUR,Turkiye,2007,5.10818513903604
TUR,Turkiye,2008,0.920118221365883
TUR,Turkiye,2009,-4.88269401706633
TUR,Turkiye,2010,8.54219848467686
TUR,Turkiye,2011,10.9799625273598
TUR,Turkiye,2012,4.80762696633448
TUR,Turkiye,2013,8.48825689298511
TUR,Turkiye,2014,4.60079447270559
TUR,Turkiye,2015,5.80557386628684
TUR,Turkiye,2016,3.32366508200445
TUR,Turkiye,2017,7.82585730002594
TUR,Turkiye,2018,3.46815306092219
TUR,Turkiye,2019,1.30162365464503
TUR,Turkiye,2020,1.80306247087255
TUR,Turkiye,2021,11.811094450607
TUR,Turkiye,2022,5.44122511322401
TUR,Turkiye,2023,5.04512369812289
USA,United States,2000,4.07758575682804
USA,United States,2001,0.955538348341605
USA,United States,2002,1.70044732643726
USA,United States,2003,2.79560596320081
USA,United States,2004,3.84777169556921
USA,United States,2005,3.48354993555606
USA,United States,2006,2.78453963650701
USA,United States,2007,2.00385829784946
USA,United States,2008,0.113587249881704
USA,United States,2009,-2.57650022958367
USA,United States,2010,2.69519257744442
USA,United States,2011,1.56440685763506
USA,United States,2012,2.28911338669843
USA,United States,2013,2.11783009790057
USA,United States,2014,2.52381981363968
USA,United States,2015,2.94555045484053
USA,United States,2016,1.81945147788167
USA,United States,2017,2.45762229852507
USA,United States,2018,2.96650506901305
USA,United States,2019,2.58382533412825
USA,United States,2020,-2.16302914036166
USA,United States,2021,6.05505293244555
USA,United States,2022,2.51237531986017
USA,United States,2023,2.88755600749487
